Busta Rhymes,2002,gal 0.20017080657615102,sean-a-paul 0.18770657202532834,di 0.16951251500189932,ambulance 0.15568840511478413,taste 0.1543005547208491,mek 0.13344720438410068,g.o.d 0.12513771468355223,dutty 0.12513771468355223,prance 0.12513771468355223,hottest 0.12513771468355223
Busta Rhymes,2006,ghetto 0.3848097618074866,cocaina 0.36979123672523645,do-doh-doh 0.29583298938018915,yup 0.262897597107379,they 0.17256924380511035,york 0.16697508076365813,y'know 0.14021205179060214,louder 0.1051590388429516,touch 0.09360237449371295,homey 0.07395824734504729
Busta Rhymes,2009,*look 0.458552883955834,lai 0.3057019226372227,ba 0.229276441977917,lalalala 0.229276441977917,hustlin 0.20151027545761926,muffin 0.18634778368126342,mi 0.16564247438334526,li 0.15285096131861134,bloodclaat 0.15285096131861134,lili 0.15285096131861134
Busta Rhymes,2012,mi 0.3115457497016054,i’m 0.2802989625698117,tut 0.25694071568899407,yuh 0.19582875695529484,mula 0.17518685160613232,mary 0.1642783178094805,– 0.14785048602853243,hoe 0.14242091414930536,gold 0.13167788689752233,‘em 0.106815685611979
Busta Rhymes,2014,vivrant 0.47261840269403027,hol 0.3544638020205227,mooooove 0.23630920134701514,abstract 0.1575004904084263,a-yo 0.14769325084188448,scenario 0.13292392575769602,mcs 0.12600039232674104,touchdown 0.11815460067350757,q-tip 0.11550035963284597,phife 0.11550035963284597
Busta Rhymes,2015,ufc 0.3552080394295666,abstract 0.25252988920514147,shawty 0.22477760847107447,dragon 0.17519513653861316,tap 0.1683532594700943,throwin 0.13468330718402108,cops 0.11840267980985554,‘cause 0.11840267980985554,cowboys 0.11840267980985554,cart 0.11840267980985554
Chance the Rapper,2012,ma 0.3114362975421402,prom 0.21800540827949813,ms 0.18686177852528413,ohhhhh 0.1557181487710701,bink 0.1557181487710701,mami 0.12457451901685607,chi-town 0.12457451901685607,shouts 0.12457451901685607,grind 0.12457451901685607,hella 0.12457451901685607
Chance the Rapper,2013,cocoa 0.3543585517703845,butter 0.3543585517703845,juice 0.2615663960519145,what's 0.2501354483085067,dank 0.18760158623138004,cigarettes 0.18760158623138004,yup 0.16675696553900446,hoodies 0.1459123448466289,everything's 0.12506772415425335,jack 0.12506772415425335
Chance the Rapper,2016,merry 0.607439482946461,christmas 0.4561062944836943,blessings 0.17804260707051445,hap 0.15709641800339508,baby 0.13142045773258987,ayy 0.1152040398691564,way 0.10822861225036813,do-do-do-do-do-do-do 0.10473094533559672,santa 0.10473094533559672,bad 0.09425785080203705
Coolio,1994,cos 0.24704925712014872,fo 0.21287102182886786,motherfucker 0.21287102182886786,somebody's 0.19351911075351622,closet 0.15481528860281296,thief 0.1542524093564822,da 0.1542524093564822,fuck 0.14972682249705982,mutha 0.13546337752746135,slide 0.10679012955448768
Coolio,1995,cruisin 0.41163487890051365,mrs 0.40905035209597834,an 0.21291459253474845,exercise 0.21291459253474845,lives 0.17033167402779875,shinin 0.17033167402779875,jones 0.1592421084583143,gangsta's 0.15613736785881555,game 0.13811994707955377,geto 0.12774875552084905
Coolio,1997,ha 0.6451775802458054,stick'em 0.4516243061720638,brrrrrrr 0.27097458370323824,hit'em 0.12903551604916108,cause 0.0963600422928319,it 0.09032486123441276,ooh 0.07986840258652114,la 0.07986840258652114,are 0.07911776443258538,control 0.07742130962949664
Coolio,2002,sunshine 0.4425940825115094,pound 0.2221045716685173,everybody 0.11308728953100286,some 0.11105228583425865,wednesday 0.11105228583425865,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii'm 0.11105228583425865,spitter 0.11105228583425865,some'll 0.11105228583425865,career 0.11105228583425865,tuesday 0.11105228583425865
Coolio,2006,let's 0.5465684503599961,runny 0.14128589482578627,italia 0.14128589482578627,snoop 0.14128589482578627,click-clack 0.14128589482578627,kat 0.14128589482578627,fillet 0.14128589482578627,shyt 0.14128589482578627,spit 0.14128589482578627,crippin 0.14128589482578627
Coolio,2009,homily 0.388433976370358,size 0.23816720218620943,cuz 0.2254001612762229,base 0.194216988185179,vex 0.194216988185179,fiend 0.194216988185179,scar 0.194216988185179,count 0.194216988185179,history 0.194216988185179,mellow 0.194216988185179
De La Soul,1989,meany 0.4154550320682826,off 0.2942806477150335,buddy 0.2870848324026724,jenny 0.25965939504267666,daisy 0.2246750862281784,plug 0.18642327213440843,delacratic 0.15579563702560598,midi 0.13848501068942753,jimmy 0.11588825043071135,scrubb 0.10386375801707065
De La Soul,1991,o's 0.38816916969292875,ha 0.33597395951279635,saturday 0.3003286659552213,porridge 0.2922381871640071,doo 0.2574245708187611,pease 0.21533340106821577,baseball 0.133086572466147,millie 0.12199602476063476,wrms 0.1201314663820885,pot 0.09981492934961024
De La Soul,1993,aaah 0.4589467740623146,skeezer 0.3909546593864161,ego 0.2655228904824234,hello 0.23233252917212047,woods 0.18697831535872073,aahh 0.1838482272268272,trip 0.17367092571886492,runnin 0.1437276626638882,it....fluid....mess 0.1359842293517969,patti 0.1359842293517969
De La Soul,1996,brakes 0.3406078030077403,itsoweezee 0.20436468180464418,dinninit 0.18165749493746147,stakes 0.18165749493746147,ha 0.1680015128779656,island 0.1646842493967473,nonstop 0.15895030807027877,mos 0.13624312120309612,vibes....vibrations 0.13624312120309612,sick 0.10039167682817506
De La Soul,2000,jump 0.4050684814510934,oooh 0.21818893286699687,jock 0.21355225238621076,writes 0.1921970271475897,i.c 0.1708418019089686,ahhhh 0.1708418019089686,disc 0.14948657667034754,ad 0.12813135143172646,freak 0.1191377886620863,times 0.1191377886620863
De La Soul,2001,yea 0.24003674192998117,pawn 0.22253166780625558,ya 0.19849629645582065,calls 0.13716385253141783,ready 0.1147826671859126,pressure 0.10873084338688291,star 0.10521744492041989,collab 0.10287288939856337,apply 0.10287288939856337,star...pawn 0.10287288939856337
De La Soul,2004,dadat 0.36253744939093857,c'mon 0.3101946622140129,real 0.24633105528759844,dadadat 0.20716425679482206,dat 0.18318048149374508,heal 0.16804940486720318,realer 0.15537319259611657,imagine 0.1294776604967638,whaddya 0.1294776604967638,words 0.10358212839741103
De La Soul,2006,lil 0.17248176715322985,you 0.14146197401705118,poster 0.1300431749481145,buckle 0.1300431749481145,supa 0.12091542093950756,blast 0.09673233675160604,portion 0.08669544996540966,name 0.08669544996540966,stretch 0.08669544996540966,one-two 0.08669544996540966
De La Soul,2009,forever 0.6840291449264084,feedin 0.4378962203502735,f-o-o-d 0.1751584881401094,ifs 0.13136886610508205,maybes 0.13136886610508205,mouf 0.0875792440700547,coffee 0.0875792440700547,smilez 0.0875792440700547,that'll 0.07744003886490819,keep 0.06648828089019053
De La Soul,2012,work 0.33803225716008617,must 0.29315050648309315,do's 0.258717838182558,‘em 0.22175814701362118,pushin 0.22175814701362118,don'ts 0.22175814701362118,trance 0.22175814701362118,whitter 0.1847984558446843,deen 0.1847984558446843,stress 0.12371574150023157
De La Soul,2014,air? 0.5312183209921273,o's 0.35357420100067927,dilla 0.32690358214900145,ma! 0.16345179107450072,batter 0.147322583750283,tonight 0.1445286858519043,d 0.13295259517368943,dukes 0.11785806700022641,y'know 0.1139843101856857,dos 0.08839355025016982
De La Soul,2016,pain 0.3073534004141927,whoodeeni 0.26738085029982495,memory 0.21207653313713676,we've 0.14185541557578124,nobody 0.10695234011992998,cash 0.10441760279067172,starin 0.09639842415324398,we're 0.08289480420764675,grass 0.08021425508994748,sunrise 0.08021425508994748
Dr Dre,1992,row 0.5250947586817243,rat-tat-tat-tat 0.24235142708387272,hesitate 0.24235142708387272,now 0.14137166579892577,trigger 0.14137166579892577,chiggie 0.12117571354193636,creepin 0.12117571354193636,wow 0.12117571354193636,doggy 0.11107773741344167,motherfucker 0.10477596900369747
Dr Dre,1996,fame 0.32194947437958027,east 0.272418786013491,cos 0.272418786013491,pleeease 0.22288809764740172,l-a-w 0.17335740928131246,l.a.w 0.17335740928131246,mc's 0.14859206509826783,tee 0.14859206509826783,shittin 0.12382672091522319,thought 0.12382672091522319
Dr Dre,1999,bang 0.6758600333290318,murderahhh 0.19542940722767185,everywhere 0.1791436232920325,hoe 0.13028627148511457,niggaz 0.11490658765353626,scheamin 0.11400048754947524,cali 0.09771470361383593,hiiiiigh 0.09771470361383593,watcher 0.09771470361383593,thug 0.0814289196781966
Dr Dre,2015,doctor's 0.22047584221816455,satisfiction 0.22047584221816455,mayne 0.16535688166362342,body 0.13779740138635285,drama 0.11023792110908227,looks 0.11023792110908227,pacific 0.11023792110908227,cars 0.11023792110908227,utmost 0.11023792110908227,ceiling 0.11023792110908227
Drake,2006,bo 0.3730784602917367,kick 0.2553853097843946,push 0.23410320063569504,dont 0.2331740376823354,special 0.18089792776394617,cuz 0.16637802579310507,aint 0.1632218263776348,im 0.12621781267063142,be 0.11705160031784752,thats 0.10641054574349774
Drake,2007,wish 0.19771509239063692,spring 0.17574674879167726,shake 0.13181006159375797,someones 0.1283694165804444,ay 0.1201918147509256,mothafuckin 0.11232323950788886,lean 0.09627706243533331,sayin 0.08023088536277775,wall 0.07726616662559503,round 0.07106599831684929
Drake,2009,houstatlantavegas 0.6052903212368574,successful 0.3458801835639186,fly 0.11838356703665089,throw 0.0957405634370137,fittin 0.08647004589097965,houstatlanta 0.08647004589097965,cars 0.0851027230551233,calm 0.07892237802443391,clothes 0.07892237802443391,one's 0.07892237802443391
Drake,2010,i-i-i'm 0.4430339538866776,i’m 0.3687209501895194,flo 0.21902999604194415,i’ve 0.11793922863796992,hey 0.10534884291129125,uhh 0.09845198975259502,uhhh 0.09845198975259502,lisa 0.09845198975259502,ready 0.09083925029842647,hair 0.08559593486542415
Drake,2011,i’m 0.5047622443028217,fuckin’ 0.2730993552034602,crew 0.23585853403935197,hell 0.21991166470781917,it’s 0.19242270661934177,that’s 0.18694610076393864,don’t 0.16995100069448968,i’ve 0.13596080055559176,i’ll 0.13596080055559176,ain’t 0.12413607054702734
Drake,2013,belong 0.2870949828987541,own 0.2456582493659972,motion 0.19737780074289343,cake 0.17943436431172133,scheming 0.17943436431172133,behavior 0.17943436431172133,nobody 0.14354749144937706,language 0.14354749144937706,plotting 0.1076606185870328,idea 0.1076606185870328
Drake,2015,jumpman 0.4863318625817472,preach 0.4188238199206926,plug 0.27921587994712843,diamond 0.17370060035719115,shift 0.17256937059352317,ballin 0.156881245994112,gutter 0.14119312139470078,woo 0.1255049967952896,control 0.11812979536224663,wave 0.11812979536224663
Drake,2016,controlla 0.3169596945925126,nine 0.25356775567401013,grammy 0.24565882444146586,faithful 0.22187178621475886,redemption's 0.1901758167555076,cell 0.17357603487347475,how's 0.1584798472962563,whoa 0.13566546357772247,hennessy 0.13018202615510607,hype 0.13018202615510607
Drake,2017,woah 0.602362806769172,skrrt 0.3825908468780752,madness 0.21042496578294137,blem 0.1530363387512301,block 0.11477725406342258,sacrifices 0.11477725406342258,slatt 0.11477725406342258,somethin 0.1129623185108768,wave 0.10475874900333426,account 0.0956477117195188
Eminem,1996,backstabber 0.3502419812895577,sleep 0.3002074125339066,ayo 0.23750034612592574,pretending 0.2035717252507935,maxine 0.2035717252507935,tonight 0.17609092799768533,snake 0.17512099064477885,revenue 0.1501037062669533,infinite 0.13863140686915318,kyu 0.135714483500529
Eminem,1998,tired 0.6930723494204442,fuzz 0.1566582835783081,da-da 0.1155120582367407,iller 0.0914430593657012,jumpin 0.07832914178915405,backin 0.07832914178915405,in 0.07832914178915405,mama's 0.07436583289517325,swifty 0.0685822945242759,flashin 0.05775602911837035
Eminem,1999,tired 0.494010831240502,den 0.19541113661929327,connecticut 0.1395793832994952,damage 0.13251692610142787,susan 0.11166350663959615,not 0.11166350663959615,dave 0.10291892317510458,lesson 0.10291892317510458,demo 0.08374762997969712,mcs 0.08374762997969712
Eminem,2000,dum 0.22923603233439732,dahh-dum 0.1978400801974778,criminal 0.18755675372814326,bob 0.16497328530412433,snoop 0.11305147439855875,remember 0.11134843944768993,tv 0.09898397118247461,slim 0.09297772052000709,d-12 0.08478860579891906,stacey 0.08478860579891906
Eminem,2002,rana 0.3008917926621813,goodbye 0.29995058894581655,hollywood 0.2662352438675421,left 0.22219048798995944,huh 0.15015526993453615,rub 0.1203567170648725,superman 0.11592547199476144,sayin 0.11484814382008668,i’m 0.0939135436638944,erica 0.09026753779865437
Eminem,2003,can-i-bitch 0.5580323056116048,ja 0.28501307159700634,citizen 0.18001610375305538,rae 0.17438509550362652,doe 0.17438509550362652,tha 0.1395080764029012,arse 0.1395080764029012,us 0.12214845925585986,pac's 0.1046310573021759,canada 0.1046310573021759
Eminem,2004,doing 0.21752697868906812,chicka 0.21752697868906812,pee 0.19361298575176805,ah 0.19282508936121123,erra 0.1631452340168011,ca 0.1631452340168011,poo 0.1631452340168011,weenie 0.1359543616806676,citizen 0.12029521415875417,chubba 0.12029521415875417
Eminem,2005,fack 0.481580638882424,shoobeedoo 0.19049424439045476,renegade 0.180592739580909,mourn 0.16328078090610407,rejoice 0.16328078090610407,ow 0.120395159720606,chubba 0.120395159720606,gerbil 0.10885385393740273,you 0.09291884590191257,b.i.g 0.08164039045305203
Eminem,2006,boom 0.5966333898129522,chuck 0.45220502035767124,sho 0.20442789955180105,b-boom 0.20442789955180105,mo 0.11932667796259046,apologies 0.11681594260102918,shake 0.10254453858367546,dough 0.09704211401997977,videos 0.08761195695077188,corn 0.0683630257224503
Eminem,2009,darling 0.4433085603584396,valium 0.21372515933611125,same 0.15086481835490206,stay 0.14568852866270954,wide 0.13640263395644295,rubbers 0.13640263395644295,harm 0.13640263395644295,shud 0.11935230471188757,begin 0.1023019754673322,hello 0.09978193650354673
Eminem,2010,cinderella 0.7525713708284983,caught 0.130881977535391,amen 0.130881977535391,mighty 0.130881977535391,ridaz 0.11452173034346712,chase 0.10856912286484369,seduction 0.09816148315154326,bash 0.09816148315154326,wind 0.09549645387636502,love 0.07395417675042637
Eminem,2011,goat 0.4205919278934877,uncontrollably 0.4148434875991032,ballin 0.3629880516492153,i’m 0.21242786694441143,andy 0.15294251923399552,banana 0.13620849276912567,i’ve 0.11470688942549664,yeahhhheahhh 0.1037108718997758,faggoty 0.1037108718997758,ohhhohhh 0.1037108718997758
Eminem,2013,legacy 0.16649018010226405,i’m 0.14975850138149976,twin 0.14497887771045492,ray 0.11654312607158483,eh 0.09225928581574405,pity 0.0903180715350398,something's 0.0903180715350398,chin 0.06773855365127986,stroke 0.06773855365127986,nod 0.06773855365127986
Eminem,2014,psychopath 0.24938340956438834,vegas 0.19251488449975787,vs 0.1424127654457322,las 0.1424127654457322,realer 0.1424127654457322,bein 0.1385463386468824,killer 0.13715037096816904,mothafucka 0.09494184363048813,sweetheart 0.09494184363048813,seal 0.09494184363048813
Eric B & Rakim,1987,porgy 0.3659394430651187,puddin 0.3659394430651187,georgy 0.3659394430651187,pie 0.3659394430651187,oh 0.3049495358875989,joke 0.12197981435503956,freeze 0.09148486076627968,rockin 0.09148486076627968,addict 0.09148486076627968,hmm 0.09148486076627968
Eric B & Rakim,1988,clap 0.2612457945417035,hands 0.2612457945417035,nigga 0.22859007022399055,bitch 0.13062289727085175,ass 0.13062289727085175,fury 0.13062289727085175,step 0.10847030599116776,crowd's 0.09796717295313881,dope 0.09796717295313881,fuck 0.09796717295313881
Eric B & Rakim,1990,i 0.42238973272783376,stop! 0.3050592514145466,rhythm 0.15589148274674783,nothin 0.1407965775759446,he'll 0.1407965775759446,cover 0.11733048131328715,better 0.11733048131328715,feel 0.09386438505062972,mic's 0.09386438505062972,energy 0.09386438505062972
Jay-Z,1996,hah 0.2232827519553483,d'evils 0.16798753690360171,smalls 0.14863882613259283,illuminati 0.14863882613259283,dear 0.14022895424871695,can 0.12759014397448473,money! 0.10079252214216103,hotter 0.10079252214216103,bigga 0.10079252214216103,percentage 0.10079252214216103
Jay-Z,1997,$hort 0.16734233898194487,spring 0.16734233898194487,saw 0.12550675423645866,off 0.12550675423645866,sprung 0.12550675423645866,diamond 0.11425409721035562,sho 0.09767945293663442,sunshine 0.09767945293663442,bustin 0.09767945293663442,crew 0.09758423511378334
Jay-Z,1998,steada 0.3703430148913356,bounce 0.26177250964963455,kisses 0.1851715074456678,alright 0.15853683338892413,nine-eight 0.1543095895380565,knock 0.14590563099822262,treated 0.13653629711292695,switcha 0.12344767163044519,wit 0.10850538391527462,week 0.09908552086807758
Jay-Z,1999,am 0.34400238301280106,n.y.m.p 0.24933509092894332,boom 0.23815549593193916,nada 0.20400143803277182,would 0.19846291327661594,competition 0.18291938108726938,praising 0.1586677851366003,s-dot-carter 0.1586677851366003,uh-huh-uh-uhh-uhh-uhh 0.13600095868851453,jigga 0.10978088903132034
Jay-Z,2000,funk 0.33058264221030575,sigel 0.32506491018288947,script 0.23431404203429054,nasty 0.19296450520470984,gushi 0.16529132110515288,parkin 0.16529132110515288,kelly 0.1378317894319356,mac 0.1289757155265758,amil-lion 0.12404861048874204,r,o,c 0.1180652293608235
Jay-Z,2001,girls 0.3721695702314267,whoo 0.2782832806082949,r.o.c 0.19877377186306777,tour 0.16635986343193448,city.. 0.1617470508055577,renegade 0.13478920900463146,freeway 0.13478920900463146,v 0.1262101450486251,neef 0.11926426311784068,sparks 0.11926426311784068
Jay-Z,2002,jeah 0.16602040169194338,roses 0.15010537465411627,go-go-go 0.15010537465411627,dream 0.1036643137847313,have 0.09857031603176741,show 0.09857031603176741,woo 0.09797584628581961,hon 0.09684523432030029,kel 0.09684523432030029,sade 0.09381585915882268
Jay-Z,2003,lucifer 0.25774134307540286,sexy 0.2447001104763404,ah 0.1536797638695567,woo 0.1398286345579088,holly 0.1104605756037441,member 0.1104605756037441,allure 0.1104605756037441,thirst 0.10859754237530661,sense 0.087392896598693,whattup 0.087392896598693
Jay-Z,2004,kels 0.4178631740312182,remix 0.1671452696124873,both 0.16432618968680154,da 0.15204741679052125,worlds 0.14378541597595135,kells 0.13928772467707276,v 0.11955381091758671,we 0.11955381091758671,sex 0.11814462523442955,hit 0.1004229314492651
Jay-Z,2006,kingdom 0.2788544282009794,burry 0.2168867774896506,hop's 0.2168867774896506,hollywood 0.1989413702438605,dig 0.19120465921682664,bae 0.18590295213398625,hole 0.1546198591434383,chair 0.13707562819395314,favor 0.1265990537915476,n.y.c 0.1265990537915476
Jay-Z,2007,falling 0.4901963778824135,hello 0.2908708455336861,gangster 0.23248281266072796,seems 0.158132855630173,blame 0.12254909447060337,-eh 0.12254909447060337,dreamin 0.11295203973583787,scarface 0.11295203973583787,destroy 0.0903616317886703,pick 0.07271771138342152
Jay-Z,2009,reminder 0.44431025870047963,shawty 0.4097522009856822,clap 0.22790377073510712,i’m 0.22510738350031176,ohh 0.1688305376252338,cos 0.14217928278415348,thank 0.14105598960966015,f-ck 0.12051535323108303,n-ggas 0.12051535323108303,wassup 0.10663446208811513
Jay-Z,2011,i’m 0.6809463994128699,what’s 0.22302316961128704,motion 0.15179652720956435,don’t 0.14019484693794382,that’s 0.13914681660876732,oooh 0.13724502745309972,driftin’ 0.13724502745309972,‘em 0.12649710600797026,ham 0.12008939902146225,yeezy 0.10293377058982478
Jay-Z,2013,ford 0.45672927284854037,twerk 0.3140013750833715,tom 0.26659759737675065,miley 0.25691021597730396,cliché 0.1998190568712364,guilt 0.08563673865910132,spite 0.08563673865910132,padrino 0.08563673865910132,d'usse 0.08563673865910132,ca 0.08563673865910132
Kanye West,2004,breathe 0.26963206602981504,spaceship 0.1925943328784393,workout 0.1925943328784393,graveshift 0.15407546630275143,words 0.15407546630275143,rings 0.15407546630275143,dessert 0.13481603301490752,g 0.11865382684858154,hiphop 0.11555659972706359,salad 0.11555659972706359
Kanye West,2005,ever 0.32498300665151925,homey 0.29091221557789354,broke 0.25833566413838593,tomorrow 0.15401234942359066,crack 0.1499921569160858,diamonds 0.1499921569160858,slow 0.10267489961572712,happen 0.10267489961572712,today 0.100312219543422,digger 0.09999477127739054
Kanye West,2007,ra 0.35750410321252213,bigs 0.2383360688083481,war 0.18692084725180258,ha 0.1649301593398258,brother 0.15393481538383744,i.d 0.1223620576710957,goodbye 0.1223620576710957,drunk 0.1223620576710957,fan 0.11916803440417405,bullshit- 0.11916803440417405
Kanye West,2008,fare 0.24583691194995408,pinocchio 0.24583691194995408,coldest 0.24583691194995408,destination 0.24583691194995408,goodbye 0.23559760113718892,robocop 0.23559760113718892,your 0.22125322075495868,wise 0.19666952955996328,happen 0.1682840008122778,glowin 0.1682840008122778
